order_id,order_date,customer_id,product_id,quantity,sales,region,unit_price,year,month,quarter,day_of_week,day_of_month,week_of_year,is_weekend,month_name,day_name,year_month,effective_price,revenue_per_item,quantity_category,revenue_category,first_purchase_date,last_purchase_date,transaction_count,order_count,total_revenue,avg_order_value,total_quantity,unique_products,recency_days,customer_lifetime_days,purchase_frequency,recency_score,monetary_score,frequency_score,total_product_revenue,popularity_score,unique_customers
CA-2015-155887,2015-05-12,KT-16480,FUR-TA-10002228,1,700.056,East,700.056,2015,5,2,1,12,20,0,May,Tuesday,2015-05,700.056,700.056,Single,Very High,2015-03-10,2018-09-21,13,10,4642.088400000001,357.0837230769231,13,13,100,1291,0.0100619195046439,Very Recent,VIP,Rare,2033.496,Niche,3
US-2016-165449,2016-11-22,AP-10720,TEC-AC-10004127,1,27.168,Central,27.168,2016,11,4,1,22,47,0,November,Tuesday,2016-11,27.168,27.168,Single,Very High,2015-03-03,2018-11-19,10,6,545.932,54.5932,10,10,41,1357,0.0073637702503681,Very Recent,Medium Value,Rare,27.168,Niche,1
CA-2016-110247,2016-12-04,RH-19555,OFF-BI-10001553,1,8.226,South,8.226,2016,12,4,6,4,48,1,December,Sunday,2016-12,8.226,8.226,Single,Medium,2016-12-04,2017-07-29,3,2,740.382,246.794,3,3,519,237,0.0126050420168067,Very Recent,Medium Value,Rare,110.594,Regular,8
US-2015-141257,2015-06-08,CS-11950,FUR-CH-10002758,1,585.552,West,585.552,2015,6,2,0,8,24,0,June,Monday,2015-06,585.552,585.552,Single,Very High,2015-06-08,2018-12-05,22,11,3036.547,138.02486363636365,22,22,25,1276,0.0172278778386844,Very Recent,VIP,Occasional,1268.696,Niche,2
CA-2015-154669,2015-08-08,TM-21010,OFF-ST-10000532,1,423.28,West,423.28,2015,8,3,5,8,32,1,August,Saturday,2015-08,423.28,423.28,Single,Very High,2015-02-21,2018-09-18,15,7,2819.026,187.93506666666664,15,15,103,1305,0.0114854517611026,Very Recent,VIP,Occasional,1115.92,Regular,6
CA-2015-158029,2015-05-26,HF-14995,FUR-CH-10000988,1,225.296,West,225.296,2015,5,2,1,26,22,0,May,Tuesday,2015-05,225.296,225.296,Single,Very High,2015-05-26,2018-12-09,19,7,2533.164,133.32442105263158,19,19,21,1293,0.0146831530139103,Very Recent,VIP,Occasional,5294.456,Regular,10
CA-2016-155306,2016-04-17,GA-14515,OFF-AR-10003251,1,5.56,West,5.56,2016,4,2,6,17,15,1,April,Sunday,2016-04,5.56,5.56,Single,Medium,2016-04-17,2018-08-03,10,5,3797.232,379.7232,10,10,149,838,0.0119189511323003,Very Recent,VIP,Rare,43.924,Regular,7
CA-2016-155306,2016-04-17,GA-14515,TEC-AC-10003174,1,323.37,West,323.37,2016,4,2,6,17,15,1,April,Sunday,2016-04,323.37,323.37,Single,Very High,2016-04-17,2018-08-03,10,5,3797.232,379.7232,10,10,149,838,0.0119189511323003,Very Recent,VIP,Rare,2242.032,Regular,5
CA-2016-155306,2016-04-17,GA-14515,TEC-PH-10002310,1,783.96,West,783.96,2016,4,2,6,17,15,1,April,Sunday,2016-04,783.96,783.96,Single,Very High,2016-04-17,2018-08-03,10,5,3797.232,379.7232,10,10,149,838,0.0119189511323003,Very Recent,VIP,Rare,2968.626,Regular,6
CA-2016-155306,2016-04-17,GA-14515,OFF-AP-10002651,1,1447.65,West,1447.65,2016,4,2,6,17,15,1,April,Sunday,2016-04,1447.65,1447.65,Single,Very High,2016-04-17,2018-08-03,10,5,3797.232,379.7232,10,10,149,838,0.0119189511323003,Very Recent,VIP,Rare,6832.908,Regular,6
CA-2016-155306,2016-04-17,GA-14515,OFF-PA-10001184,1,11.96,West,11.96,2016,4,2,6,17,15,1,April,Sunday,2016-04,11.96,11.96,Single,Medium,2016-04-17,2018-08-03,10,5,3797.232,379.7232,10,10,149,838,0.0119189511323003,Very Recent,VIP,Rare,138.736,Regular,6
CA-2017-127775,2017-06-11,ES-14020,TEC-AC-10002402,1,239.97,East,239.97,2017,6,2,6,11,23,1,June,Sunday,2017-06,239.97,239.97,Single,Very High,2015-09-20,2018-11-20,8,5,3510.458,438.80725,8,8,40,1157,0.006908462867012,Very Recent,VIP,Rare,2159.73,Regular,8
CA-2017-146171,2017-03-11,JP-16135,FUR-FU-10004270,1,76.92,South,76.92,2017,3,1,5,11,10,1,March,Saturday,2017-03,76.92,76.92,Single,Very High,2015-09-23,2018-09-19,13,9,1707.71,131.3623076923077,13,12,102,1092,0.0118938700823421,Very Recent,High Value,Rare,426.56,Popular,15
CA-2017-146171,2017-03-11,JP-16135,OFF-ST-10001526,1,481.32,South,481.32,2017,3,1,5,11,10,1,March,Saturday,2017-03,481.32,481.32,Single,Very High,2015-09-23,2018-09-19,13,9,1707.71,131.3623076923077,13,12,102,1092,0.0118938700823421,Very Recent,High Value,Rare,5751.774,Regular,7
CA-2015-129574,2015-05-26,Dp-13240,OFF-PA-10002893,1,48.4,West,48.4,2015,5,2,1,26,22,0,May,Tuesday,2015-05,48.4,48.4,Single,Very High,2015-05-26,2018-10-07,29,11,7198.761,248.2331379310345,29,29,84,1230,0.0235580828594638,Very Recent,VIP,Occasional,125.84,Niche,5
CA-2018-126536,2018-10-12,NK-18490,TEC-AC-10003709,1,0.99,West,0.99,2018,10,4,4,12,41,0,October,Friday,2018-10,0.99,0.99,Single,Low,2016-05-28,2018-10-21,11,7,572.048,52.00436363636364,11,11,70,876,0.0125427594070695,Very Recent,Medium Value,Rare,19.008,Niche,5
CA-2018-126536,2018-10-12,NK-18490,OFF-BI-10001191,1,101.84,West,101.84,2018,10,4,4,12,41,0,October,Friday,2018-10,101.84,101.84,Single,Very High,2016-05-28,2018-10-21,11,7,572.048,52.00436363636364,11,11,70,876,0.0125427594070695,Very Recent,Medium Value,Rare,422.636,Regular,6
CA-2018-165757,2018-06-22,PL-18925,OFF-BI-10003166,1,10.332,East,10.332,2018,6,2,4,22,25,0,June,Friday,2018-06,10.332,10.332,Single,Medium,2015-11-01,2018-12-15,8,5,239.481,29.935125,8,8,15,1140,0.0070113935144609,Very Recent,Low Value,Rare,68.88,Regular,7
CA-2018-165757,2018-06-22,PL-18925,OFF-BI-10003982,1,31.155,East,31.155,2018,6,2,4,22,25,0,June,Friday,2018-06,31.155,31.155,Single,Very High,2015-11-01,2018-12-15,8,5,239.481,29.935125,8,8,15,1140,0.0070113935144609,Very Recent,Low Value,Rare,533.789,Regular,9
CA-2018-165757,2018-06-22,PL-18925,OFF-ST-10004835,1,8.928,East,8.928,2018,6,2,4,22,25,0,June,Friday,2018-06,8.928,8.928,Single,Medium,2015-11-01,2018-12-15,8,5,239.481,29.935125,8,8,15,1140,0.0070113935144609,Very Recent,Low Value,Rare,35.712,Niche,4
CA-2018-167752,2018-01-15,RW-19690,OFF-AP-10000159,1,34.384,East,34.384,2018,1,1,0,15,3,0,January,Monday,2018-01,34.384,34.384,Single,Very High,2017-05-30,2018-10-12,15,5,3495.646,233.04306666666668,15,15,79,500,0.029940119760479,Very Recent,VIP,Occasional,558.74,Niche,3
CA-2018-167752,2018-01-15,RW-19690,OFF-AP-10002945,1,1924.16,East,1924.16,2018,1,1,0,15,3,0,January,Monday,2018-01,1924.16,1924.16,Single,Very High,2017-05-30,2018-10-12,15,5,3495.646,233.04306666666668,15,15,79,500,0.029940119760479,Very Recent,VIP,Occasional,8899.24,Regular,7
US-2016-122140,2016-04-02,MO-17950,OFF-AP-10001242,1,32.192,Central,32.192,2016,4,2,5,2,13,1,April,Saturday,2016-04,32.192,32.192,Single,Very High,2016-04-02,2018-07-03,4,2,154.288,38.572,4,4,180,822,0.0048602673147023,Very Recent,Low Value,Rare,1207.2,Regular,8
US-2016-122140,2016-04-02,MO-17950,TEC-AC-10003038,1,50.12,Central,50.12,2016,4,2,5,2,13,1,April,Saturday,2016-04,50.12,50.12,Single,Very High,2016-04-02,2018-07-03,4,2,154.288,38.572,4,4,180,822,0.0048602673147023,Very Recent,Low Value,Rare,477.93,Popular,13
US-2016-122140,2016-04-02,MO-17950,TEC-AC-10003289,1,47.976,Central,47.976,2016,4,2,5,2,13,1,April,Saturday,2016-04,47.976,47.976,Single,Very High,2016-04-02,2018-07-03,4,2,154.288,38.572,4,4,180,822,0.0048602673147023,Very Recent,Low Value,Rare,499.75,Niche,5
CA-2017-163986,2017-09-03,JJ-15445,OFF-ST-10000918,1,54.5,Central,54.5,2017,9,3,6,3,35,1,September,Sunday,2017-09,54.5,54.5,Single,Very High,2016-03-05,2017-09-03,6,5,709.178,118.19633333333331,6,6,483,547,0.010948905109489,Very Recent,Medium Value,Rare,176.58,Regular,7
CA-2018-158967,2018-12-10,BT-11680,FUR-FU-10001940,1,19.104,South,19.104,2018,12,4,0,10,50,0,December,Monday,2018-12,19.104,19.104,Single,High,2015-11-28,2018-12-10,20,7,3196.752,159.8376,20,20,20,1108,0.018034265103697,Very Recent,VIP,Occasional,219.696,Regular,10
CA-2017-131576,2017-11-22,RD-19585,OFF-BI-10002852,1,49.44,Central,49.44,2017,11,4,2,22,47,0,November,Wednesday,2017-11,49.44,49.44,Single,Very High,2015-04-02,2018-07-03,18,9,2832.904,157.38355555555555,18,18,180,1188,0.0151387720773759,Very Recent,VIP,Occasional,275.216,Regular,9
CA-2018-143455,2018-11-11,ML-17755,OFF-PA-10004451,1,10.368,East,10.368,2018,11,4,6,11,45,1,November,Sunday,2018-11,10.368,10.368,Single,Medium,2017-08-04,2018-12-01,13,7,2071.914,159.378,13,13,29,484,0.0268041237113402,Very Recent,High Value,Rare,134.784,Regular,7
CA-2017-144729,2017-10-21,JE-15745,OFF-ST-10004804,1,154.44,West,154.44,2017,10,4,5,21,42,1,October,Saturday,2017-10,154.44,154.44,Single,Very High,2015-06-22,2018-11-09,23,13,6760.8150000000005,293.9484782608696,23,22,51,1236,0.0185933710590137,Very Recent,VIP,Occasional,1400.256,Regular,9
CA-2016-127019,2016-12-21,ER-13855,OFF-AP-10003971,1,60.984,West,60.984,2016,12,4,2,21,51,0,December,Wednesday,2016-12,60.984,60.984,Single,Very High,2016-12-21,2017-11-04,5,3,1245.788,249.1576,5,5,421,318,0.0156739811912225,Very Recent,High Value,Rare,262.449,Regular,9
CA-2016-138534,2016-07-17,JM-15535,FUR-BO-10003159,1,195.466,West,195.466,2016,7,3,6,17,28,1,July,Sunday,2016-07,195.466,195.466,Single,Very High,2015-09-13,2018-09-19,10,7,1733.443,173.3443,10,10,102,1102,0.0090661831368993,Very Recent,High Value,Rare,1909.8178,Regular,7
CA-2018-108322,2018-04-30,SS-20140,FUR-FU-10001935,1,23.68,South,23.68,2018,4,2,0,30,18,0,April,Monday,2018-04,23.68,23.68,Single,Very High,2015-11-23,2018-12-15,21,8,1324.028,63.04895238095238,21,21,15,1118,0.0187667560321715,Very Recent,High Value,Occasional,108.04,Regular,8
CA-2018-108322,2018-04-30,SS-20140,TEC-AC-10003433,1,2.376,South,2.376,2018,4,2,0,30,18,0,April,Monday,2018-04,2.376,2.376,Single,Low,2015-11-23,2018-12-15,21,8,1324.028,63.04895238095238,21,21,15,1118,0.0187667560321715,Very Recent,High Value,Occasional,11.682,Niche,5
CA-2018-167668,2018-05-06,TC-21295,OFF-LA-10004544,1,59.2,East,59.2,2018,5,2,6,6,18,1,May,Sunday,2018-05,59.2,59.2,Single,Very High,2015-10-14,2018-12-03,16,8,4266.812,266.67575,16,16,27,1146,0.013949433304272,Very Recent,VIP,Occasional,372.96,Regular,7
CA-2018-146724,2018-11-20,HG-15025,OFF-AR-10001026,1,22.0,Central,22.0,2018,11,4,1,20,47,0,November,Tuesday,2018-11,22.0,22.0,Single,Very High,2015-10-14,2018-12-24,11,7,3690.284,335.4803636363636,11,11,6,1167,0.009417808219178,Very Recent,VIP,Rare,30.8,Niche,3
CA-2017-139878,2017-11-11,LD-17005,TEC-PH-10001336,1,257.98,Central,257.98,2017,11,4,5,11,45,1,November,Saturday,2017-11,257.98,257.98,Single,Very High,2015-09-29,2017-11-11,7,4,1961.934,280.27628571428573,7,7,414,774,0.0090322580645161,Very Recent,High Value,Rare,3044.164,Regular,9
US-2017-106677,2017-11-05,AS-10285,TEC-PH-10003187,1,23.988,East,23.988,2017,11,4,6,5,44,1,November,Sunday,2017-11,23.988,23.988,Single,Very High,2017-05-21,2018-12-11,8,6,3214.236,401.7795,8,8,19,569,0.0140350877192982,Very Recent,VIP,Rare,147.926,Niche,4
CA-2017-116974,2017-10-09,MP-17965,TEC-PH-10004897,1,23.976,East,23.976,2017,10,4,0,9,41,0,October,Monday,2017-10,23.976,23.976,Single,Very High,2016-04-18,2018-10-19,20,9,3983.642,199.1821,20,20,72,914,0.0218579234972677,Very Recent,VIP,Occasional,257.742,Regular,7
CA-2016-149972,2016-09-21,CD-12790,FUR-CH-10004997,1,601.536,West,601.536,2016,9,3,2,21,38,0,September,Wednesday,2016-09,601.536,601.536,Single,Very High,2015-02-02,2017-11-26,15,5,1860.732,124.0488,15,15,399,1028,0.0145772594752186,Very Recent,High Value,Occasional,6748.482,Regular,10
CA-2016-149972,2016-09-21,CD-12790,OFF-FA-10002763,1,7.9,West,7.9,2016,9,3,2,21,38,0,September,Wednesday,2016-09,7.9,7.9,Single,Medium,2015-02-02,2017-11-26,15,5,1860.732,124.0488,15,15,399,1028,0.0145772594752186,Very Recent,High Value,Occasional,87.69,Regular,6
US-2015-117744,2015-12-02,MD-17860,FUR-FU-10001588,1,58.36,Central,58.36,2015,12,4,2,2,49,0,December,Wednesday,2015-12,58.36,58.36,Single,Very High,2015-12-02,2018-11-24,8,5,1204.91,150.61375,8,8,36,1088,0.0073461891643709,Very Recent,High Value,Rare,437.7000000000001,Niche,4
US-2015-117744,2015-12-02,MD-17860,OFF-AR-10000940,1,16.464,Central,16.464,2015,12,4,2,2,49,0,December,Wednesday,2015-12,16.464,16.464,Single,High,2015-12-02,2018-11-24,8,5,1204.91,150.61375,8,8,36,1088,0.0073461891643709,Very Recent,High Value,Rare,65.268,Regular,7
US-2015-117744,2015-12-02,MD-17860,FUR-FU-10002759,1,39.96,Central,39.96,2015,12,4,2,2,49,0,December,Wednesday,2015-12,39.96,39.96,Single,Very High,2015-12-02,2018-11-24,8,5,1204.91,150.61375,8,8,36,1088,0.0073461891643709,Very Recent,High Value,Rare,551.448,Regular,8
CA-2015-125514,2015-09-21,BM-11650,OFF-AP-10000358,1,25.96,Central,25.96,2015,9,3,0,21,39,0,September,Monday,2015-09,25.96,25.96,Single,Very High,2015-07-09,2018-11-27,29,11,7294.185,251.5236206896552,29,28,33,1237,0.0234248788368336,Very Recent,VIP,Occasional,436.128,Regular,9
CA-2015-125514,2015-09-21,BM-11650,OFF-AP-10003281,1,36.27,Central,36.27,2015,9,3,0,21,39,0,September,Monday,2015-09,36.27,36.27,Single,Very High,2015-07-09,2018-11-27,29,11,7294.185,251.5236206896552,29,28,33,1237,0.0234248788368336,Very Recent,VIP,Occasional,149.916,Niche,5
CA-2015-125514,2015-09-21,BM-11650,OFF-PA-10000029,1,6.48,Central,6.48,2015,9,3,0,21,39,0,September,Monday,2015-09,6.48,6.48,Single,Medium,2015-07-09,2018-11-27,29,11,7294.185,251.5236206896552,29,28,33,1237,0.0234248788368336,Very Recent,VIP,Occasional,95.904,Regular,6
CA-2015-154599,2015-04-12,KN-16450,TEC-PH-10001557,1,1075.088,West,1075.088,2015,4,2,6,12,15,1,April,Sunday,2015-04,1075.088,1075.088,Single,Very High,2015-04-12,2018-11-08,8,5,2171.962,271.49525,8,8,52,1306,0.0061208875286916,Very Recent,VIP,Rare,3590.026,Regular,10
CA-2015-154599,2015-04-12,KN-16450,TEC-PH-10000576,1,438.368,West,438.368,2015,4,2,6,12,15,1,April,Sunday,2015-04,438.368,438.368,Single,Very High,2015-04-12,2018-11-08,8,5,2171.962,271.49525,8,8,52,1306,0.0061208875286916,Very Recent,VIP,Rare,1945.258,Regular,7
CA-2015-154599,2015-04-12,KN-16450,OFF-BI-10002764,1,18.088,West,18.088,2015,4,2,6,12,15,1,April,Sunday,2015-04,18.088,18.088,Single,High,2015-04-12,2018-11-08,8,5,2171.962,271.49525,8,8,52,1306,0.0061208875286916,Very Recent,VIP,Rare,69.768,Regular,8
CA-2015-154599,2015-04-12,KN-16450,FUR-BO-10001337,1,308.499,West,308.499,2015,4,2,6,12,15,1,April,Sunday,2015-04,308.499,308.499,Single,Very High,2015-04-12,2018-11-08,8,5,2171.962,271.49525,8,8,52,1306,0.0061208875286916,Very Recent,VIP,Rare,2970.059,Regular,10
CA-2018-158743,2018-10-20,IG-15085,OFF-AR-10002257,1,13.36,South,13.36,2018,10,4,5,20,42,1,October,Saturday,2018-10,13.36,13.36,Single,High,2015-10-18,2018-10-20,7,4,744.574,106.36771428571429,7,7,71,1098,0.0063694267515923,Very Recent,Medium Value,Rare,50.768,Regular,6
CA-2018-158743,2018-10-20,IG-15085,OFF-PA-10001019,1,39.96,South,39.96,2018,10,4,5,20,42,1,October,Saturday,2018-10,39.96,39.96,Single,Very High,2015-10-18,2018-10-20,7,4,744.574,106.36771428571429,7,7,71,1098,0.0063694267515923,Very Recent,Medium Value,Rare,543.456,Regular,8
CA-2018-158743,2018-10-20,IG-15085,OFF-BI-10003364,1,145.85,South,145.85,2018,10,4,5,20,42,1,October,Saturday,2018-10,145.85,145.85,Single,Very High,2015-10-18,2018-10-20,7,4,744.574,106.36771428571429,7,7,71,1098,0.0063694267515923,Very Recent,Medium Value,Rare,667.9929999999999,Regular,9
CA-2017-153318,2017-10-25,JS-15595,TEC-PH-10000984,1,783.96,South,783.96,2017,10,4,2,25,43,0,October,Wednesday,2017-10,783.96,783.96,Single,Very High,2015-03-03,2018-09-02,8,4,1417.654,177.20675,8,8,119,1279,0.00625,Very Recent,High Value,Rare,4978.146000000001,Regular,7
US-2016-110163,2016-11-01,GA-14725,OFF-AR-10001683,1,7.88,West,7.88,2016,11,4,1,1,44,0,November,Tuesday,2016-11,7.88,7.88,Single,Medium,2015-02-11,2018-12-25,22,11,1398.382,63.56281818181819,22,22,5,1413,0.0155586987270155,Very Recent,High Value,Occasional,171.39,Regular,6
CA-2018-143329,2018-11-03,DL-13330,FUR-FU-10000629,1,41.37,West,41.37,2018,11,4,5,3,44,1,November,Saturday,2018-11,41.37,41.37,Single,Very High,2015-06-23,2018-11-03,8,4,585.02,73.1275,8,8,57,1229,0.0065040650406504,Very Recent,Medium Value,Rare,455.07,Regular,8
CA-2016-159380,2016-05-12,CS-12505,OFF-PA-10003893,1,12.84,West,12.84,2016,5,2,3,12,19,0,May,Thursday,2016-05,12.84,12.84,Single,High,2015-03-26,2018-11-02,9,6,5690.054999999999,632.2283333333332,9,9,58,1317,0.0068285280728376,Very Recent,VIP,Rare,109.568,Regular,7
CA-2016-159380,2016-05-12,CS-12505,OFF-PA-10004239,1,25.68,West,25.68,2016,5,2,3,12,19,0,May,Thursday,2016-05,25.68,25.68,Single,Very High,2015-03-26,2018-11-02,9,6,5690.054999999999,632.2283333333332,9,9,58,1317,0.0068285280728376,Very Recent,VIP,Rare,47.08,Niche,4
CA-2016-122623,2016-09-07,CC-12145,FUR-CH-10000553,1,47.516,Central,47.516,2016,9,3,2,7,36,0,September,Wednesday,2016-09,47.516,47.516,Single,Very High,2015-07-20,2018-09-15,11,7,2471.65,224.69545454545457,11,11,106,1153,0.0095320623916811,Very Recent,VIP,Rare,685.588,Niche,5
CA-2016-148635,2016-07-25,MH-18025,OFF-FA-10004395,1,9.42,West,9.42,2016,7,3,0,25,30,0,July,Monday,2016-07,9.42,9.42,Single,Medium,2015-07-08,2018-11-11,10,5,2984.948,298.4948,10,10,49,1222,0.008176614881439,Very Recent,VIP,Rare,77.244,Niche,5
CA-2016-148635,2016-07-25,MH-18025,OFF-PA-10004782,1,12.96,West,12.96,2016,7,3,0,25,30,0,July,Monday,2016-07,12.96,12.96,Single,High,2015-07-08,2018-11-11,10,5,2984.948,298.4948,10,10,49,1222,0.008176614881439,Very Recent,VIP,Rare,97.2,Niche,4
CA-2016-148635,2016-07-25,MH-18025,FUR-BO-10002213,1,704.9,West,704.9,2016,7,3,0,25,30,0,July,Monday,2016-07,704.9,704.9,Single,Very High,2015-07-08,2018-11-11,10,5,2984.948,298.4948,10,10,49,1222,0.008176614881439,Very Recent,VIP,Rare,12921.643,Regular,10
CA-2016-148635,2016-07-25,MH-18025,FUR-CH-10001854,1,561.568,West,561.568,2016,7,3,0,25,30,0,July,Monday,2016-07,561.568,561.568,Single,Very High,2015-07-08,2018-11-11,10,5,2984.948,298.4948,10,10,49,1222,0.008176614881439,Very Recent,VIP,Rare,8774.5,Regular,8
CA-2016-135685,2016-11-16,MP-18175,OFF-PA-10000157,1,179.82,Central,179.82,2016,11,4,2,16,46,0,November,Wednesday,2016-11,179.82,179.82,Single,Very High,2015-11-25,2018-12-14,18,8,4757.332,264.29622222222224,18,18,16,1115,0.0161290322580645,Very Recent,VIP,Occasional,767.232,Regular,10
CA-2016-135685,2016-11-16,MP-18175,FUR-FU-10001185,1,185.58,Central,185.58,2016,11,4,2,16,46,0,November,Wednesday,2016-11,185.58,185.58,Single,Very High,2015-11-25,2018-12-14,18,8,4757.332,264.29622222222224,18,18,16,1115,0.0161290322580645,Very Recent,VIP,Occasional,649.53,Niche,4
CA-2016-135685,2016-11-16,MP-18175,FUR-TA-10001520,1,214.11,Central,214.11,2016,11,4,2,16,46,0,November,Wednesday,2016-11,214.11,214.11,Single,Very High,2015-11-25,2018-12-14,18,8,4757.332,264.29622222222224,18,18,16,1115,0.0161290322580645,Very Recent,VIP,Occasional,2298.114,Regular,9
CA-2016-135685,2016-11-16,MP-18175,TEC-AC-10004145,1,999.96,Central,999.96,2016,11,4,2,16,46,0,November,Wednesday,2016-11,999.96,999.96,Single,Very High,2015-11-25,2018-12-14,18,8,4757.332,264.29622222222224,18,18,16,1115,0.0161290322580645,Very Recent,VIP,Occasional,7399.704,Niche,5
CA-2016-135685,2016-11-16,MP-18175,FUR-TA-10000688,1,653.55,Central,653.55,2016,11,4,2,16,46,0,November,Wednesday,2016-11,653.55,653.55,Single,Very High,2015-11-25,2018-12-14,18,8,4757.332,264.29622222222224,18,18,16,1115,0.0161290322580645,Very Recent,VIP,Occasional,3354.89,Regular,6
CA-2016-104626,2016-09-01,DR-12940,OFF-BI-10001510,1,114.6,East,114.6,2016,9,3,3,1,35,0,September,Thursday,2016-09,114.6,114.6,Single,Very High,2015-03-28,2018-11-10,13,8,8350.868,642.3744615384616,13,13,50,1323,0.0098187311178247,Very Recent,VIP,Rare,504.24,Regular,7
CA-2016-104626,2016-09-01,DR-12940,FUR-CH-10003817,1,60.74,East,60.74,2016,9,3,3,1,35,0,September,Thursday,2016-09,60.74,60.74,Single,Very High,2015-03-28,2018-11-10,13,8,8350.868,642.3744615384616,13,13,50,1323,0.0098187311178247,Very Recent,VIP,Rare,2204.862,Regular,9
CA-2016-104626,2016-09-01,DR-12940,FUR-FU-10000308,1,124.36,East,124.36,2016,9,3,3,1,35,0,September,Thursday,2016-09,124.36,124.36,Single,Very High,2015-03-28,2018-11-10,13,8,8350.868,642.3744615384616,13,13,50,1323,0.0098187311178247,Very Recent,VIP,Rare,1579.3719999999998,Regular,7
CA-2016-104626,2016-09-01,DR-12940,OFF-ST-10003208,1,1088.76,East,1088.76,2016,9,3,3,1,35,0,September,Thursday,2016-09,1088.76,1088.76,Single,Very High,2015-03-28,2018-11-10,13,8,8350.868,642.3744615384616,13,13,50,1323,0.0098187311178247,Very Recent,VIP,Rare,7439.860000000001,Regular,10
CA-2017-160500,2017-05-05,DM-13015,OFF-BI-10003784,1,6.72,West,6.72,2017,5,2,4,5,18,0,May,Friday,2017-05,6.72,6.72,Single,Medium,2015-09-14,2018-11-03,20,7,6345.103,317.25515,20,19,57,1146,0.01743679163034,Very Recent,VIP,Occasional,11.088,Niche,4
CA-2017-160500,2017-05-05,DM-13015,FUR-TA-10003748,1,298.776,West,298.776,2017,5,2,4,5,18,0,May,Friday,2017-05,298.776,298.776,Single,Very High,2015-09-14,2018-11-03,20,7,6345.103,317.25515,20,19,57,1146,0.01743679163034,Very Recent,VIP,Occasional,4332.252,Regular,8
CA-2017-100202,2017-12-31,BD-11620,TEC-PH-10002563,1,302.376,West,302.376,2017,12,4,6,31,52,1,December,Sunday,2017-12,302.376,302.376,Single,Very High,2015-06-30,2018-10-22,8,6,1538.11,192.26375,8,8,69,1210,0.0066061106523534,Very Recent,High Value,Rare,1990.642,Niche,5
CA-2018-131016,2018-09-18,DC-12850,OFF-AR-10000122,1,8.928,Central,8.928,2018,9,3,1,18,38,0,September,Tuesday,2018-09,8.928,8.928,Single,Medium,2015-07-05,2018-11-23,18,9,3336.168,185.34266666666667,18,18,37,1237,0.0145395799676898,Very Recent,VIP,Occasional,118.296,Regular,7
CA-2018-131016,2018-09-18,DC-12850,OFF-ST-10000352,1,47.584,Central,47.584,2018,9,3,1,18,38,0,September,Tuesday,2018-09,47.584,47.584,Single,Very High,2015-07-05,2018-11-23,18,9,3336.168,185.34266666666667,18,18,37,1237,0.0145395799676898,Very Recent,VIP,Occasional,208.18,Niche,4
US-2015-112914,2015-09-25,MT-18070,OFF-PA-10003270,1,33.792,Central,33.792,2015,9,3,4,25,39,0,September,Friday,2015-09,33.792,33.792,Single,Very High,2015-09-25,2018-06-10,11,4,1319.4498,119.94998181818184,11,11,203,989,0.0111111111111111,Very Recent,High Value,Rare,84.48,Niche,4
US-2015-112914,2015-09-25,MT-18070,FUR-BO-10003272,1,300.5328,Central,300.5328,2015,9,3,4,25,39,0,September,Friday,2015-09,300.5328,300.5328,Single,Very High,2015-09-25,2018-06-10,11,4,1319.4498,119.94998181818184,11,11,203,989,0.0111111111111111,Very Recent,High Value,Rare,3420.7704,Regular,6
US-2015-112914,2015-09-25,MT-18070,OFF-BI-10002982,1,2.724,Central,2.724,2015,9,3,4,25,39,0,September,Friday,2015-09,2.724,2.724,Single,Low,2015-09-25,2018-06-10,11,4,1319.4498,119.94998181818184,11,11,203,989,0.0111111111111111,Very Recent,High Value,Rare,143.01,Regular,11
US-2015-112914,2015-09-25,MT-18070,OFF-EN-10001509,1,3.264,Central,3.264,2015,9,3,4,25,39,0,September,Friday,2015-09,3.264,3.264,Single,Low,2015-09-25,2018-06-10,11,4,1319.4498,119.94998181818184,11,11,203,989,0.0111111111111111,Very Recent,High Value,Rare,68.136,Regular,11
CA-2017-124149,2017-04-23,MJ-17740,OFF-PA-10002421,1,108.336,East,108.336,2017,4,2,6,23,16,1,April,Sunday,2017-04,108.336,108.336,Single,Very High,2016-06-09,2018-12-08,15,7,6320.746,421.38306666666665,15,15,22,912,0.0164293537787513,Very Recent,VIP,Occasional,284.382,Niche,4
CA-2017-124149,2017-04-23,MJ-17740,OFF-ST-10000760,1,55.92,East,55.92,2017,4,2,6,23,16,1,April,Sunday,2017-04,55.92,55.92,Single,Very High,2016-06-09,2018-12-08,15,7,6320.746,421.38306666666665,15,15,22,912,0.0164293537787513,Very Recent,VIP,Occasional,301.968,Niche,5
CA-2017-124149,2017-04-23,MJ-17740,OFF-PA-10002923,1,78.304,East,78.304,2017,4,2,6,23,16,1,April,Sunday,2017-04,78.304,78.304,Single,Very High,2016-06-09,2018-12-08,15,7,6320.746,421.38306666666665,15,15,22,912,0.0164293537787513,Very Recent,VIP,Occasional,597.068,Regular,6
CA-2015-148915,2015-11-01,ND-18370,OFF-ST-10001128,1,443.92,West,443.92,2015,11,4,6,1,44,1,November,Sunday,2015-11,443.92,443.92,Single,Very High,2015-01-13,2018-12-03,18,9,4326.139,240.3410555555556,18,18,27,1420,0.0126671358198451,Very Recent,VIP,Occasional,1731.288,Niche,5
